"","Survey","Transect","Team","Species","ID","Distance","Detected","Beaufort","Glare","Subjective","Swell","TOD","Group.size","Group","W.R","W.L","y10","y01","y11"
"461","NES",3035180,"upper","STDO",47197,1686.215,1,3.582,3,1,0.5,13.139,20,2,5000,0,1,0,0
"463","NES",3035180,"upper","STDO",47200,208.6159,1,3.582,3,1,0.5,13.558,12,2,5000,0,0,0,1
"466","NES",3035187,"upper","STDO",47483,1038.772,1,3,3,0,0.5,10.765,10,2,5000,0,0,0,1
"467","NES",3035429,"upper","STDO",47493,300,1,4.014,3,2,0.5,12.011,27,2,5000,0,1,0,0
"469","NES",3035430,"upper","STDO",47495,0,1,3.9,3,2,0.5,12.425,43,2,5000,0,0,0,1
"471","NES",3035671,"upper","STDO",47497,1782.734,1,3.994,3,2,0.5,13.218,75,2,5000,0,1,0,0
"473","NES",3035671,"upper","STDO",47498,666.5615,1,3.994,3,2,0.5,13.738,23,2,5000,0,0,0,1
"475","NES",3035672,"upper","STDO",47500,2576.332,0,4,3,2,0.5,14.343,8,2,5000,0,0,1,0
"477","NES",3034229,"upper","STDO",47509,115.5959,1,3.945,3,0.272,1,11.826,12,2,5000,0,0,0,1
"480","NES",3034229,"upper","STDO",47511,92.46982,1,3.945,3,0.272,1,12.143,75,2,5000,0,1,0,0
"482","NES",3029446,"upper","STDO",47776,3430.969,1,1.3,2,3,0.2,12.72,92,2,5000,0,0,0,1
"484","NES",3029446,"upper","STDO",47777,452.6519,1,1.3,2,3,0.2,12.701,65,2,5000,0,0,0,1
"486","NES",3029447,"upper","STDO",47780,0,1,1.41,1.555,3,0.2,12.865,12,2,5000,0,0,0,1
"487","NES",3029447,"upper","STDO",47784,1550.68,1,1.41,1.555,3,0.2,13.244,50,2,5000,0,0,0,1
"489","NES",3031366,"upper","STDO",47818,4755.59,1,2.8,1,3,1,18.774,80,2,5000,0,0,0,1
"491","NES",3032326,"upper","STDO",47841,262.7449,1,1.8,3,3,0.5,10.101,70,2,5000,0,0,0,1
"494","NES",3034247,"upper","STDO",47885,3516.159,1,1.722,1,3,0.3,14.223,65,2,5000,0,0,0,1
"496","NES",3036647,"upper","STDO",47915,1757.795,1,3.342,2.5,2.582,0.7,21.316,78,2,5000,0,0,0,1
"497","NES",3036380,"upper","STDO",47932,1175.811,1,3.867,3,1.776,2,13.387,8,2,5000,0,1,0,0
"500","NES",3037817,"upper","STDO",47940,2322.155,0,3.66,1,2,2,18.55,70,2,5000,0,0,1,0
"502","NES",3038293,"upper","STDO",47946,2384.585,0,3.2,1.524,2,1.5,21.549,47,2,5000,0,0,1,0
"504","NES",3038051,"upper","STDO",47952,681.1096,1,3.7,1,2,0.5,11.809,63,2,5000,0,0,0,1
"505","NES",3038050,"upper","STDO",47953,412.7892,0,3.7,1,2,0.5,12.075,15,2,5000,0,0,1,0
"507","NES",3037810,"upper","STDO",47954,236.8918,0,3.7,1,2,0.5,12.223,12,2,5000,0,0,1,0
"509","NES",3037325,"upper","STDO",47958,3279.356,1,4.3,0,1,1.25,15.174,7,2,5000,0,1,0,0
"511","NES",3037324,"upper","STDO",47960,388.5593,1,4.503,0.892,1,1,16.894,17,2,5000,0,0,0,1
"514","NES",3036840,"upper","STDO",47964,3322.954,1,4.245,1.899,1,0.8,20.08,67,2,5000,0,0,0,1
"515","NES",3036364,"upper","STDO",47993,1055.963,1,4.8,2.63,1,1,10.591,80,2,5000,0,0,0,1
"518","NES",3036364,"upper","STDO",47994,278.2664,0,4.8,2.63,1,1,10.714,10,2,5000,0,0,1,0
"520","NES",3034467,"upper","STDO",48139,139.8844,1,3.609,3,2,1,19.77,80,2,5000,0,0,0,1
"524","NES",3036118,"upper","STDO",48389,2086.582,1,2.123,0,0,0.1,15.069,15,2,5000,0,0,0,1
"526","NES",3035181,"upper","STDO",48540,3303.446,1,1.038,3,3,0.4,11.768,55,2,5000,0,0,0,1
"527","NES",3035181,"upper","STDO",48546,2477.024,1,1.038,3,3,0.4,12.091,37,2,5000,0,1,0,0
"529","NES",3035428,"upper","STDO",48604,3080.982,1,3.34,1.907,3,0.2,17.496,60,2,5000,0,0,0,1
"531","NES",3035429,"upper","STDO",48612,752.2326,1,4,2,3,0.2,18.376,69,2,5000,0,0,0,1
"533","NES",3035429,"upper","STDO",48614,1812.159,1,4,2,3,0.2,18.633,50,2,5000,0,0,0,1
"536","NES",3035429,"upper","STDO",48615,92.95749,0,4,2,3,0.2,18.877,5,2,5000,0,0,1,0
"538","NES",3035430,"upper","STDO",48616,281.7238,1,3.618,1.336,3,0.2,18.959,20,2,5000,0,1,0,0
"539","NES",3034237,"upper","STDO",48689,3203.026,1,4.473,0.94,2,0.3,12.379,63,2,5000,0,0,0,1
"542","NES",3035652,"upper","STDO",48797,2931.417,1,3.463,2,1.621,1.3,18.626,40,2,5000,0,0,0,1
"543","NES",3037324,"upper","STDO",48830,1191.881,1,0.2,3,3,0.2,10.949,50,2,5000,0,0,0,1
"546","NES",3037324,"upper","STDO",48833,1630.349,0,0.2,3,3,0.2,10.951,105,2,5000,0,0,1,0
"547","NES",3037324,"upper","STDO",48835,2490.668,1,0.2,3,3,0.2,11.089,50,2,5000,0,0,0,1
"549","NES",3037082,"upper","STDO",48850,4978.867,1,2.075,3,3,0.2,12.168,30,2,5000,0,1,0,0
"552","NES",3036840,"upper","STDO",48872,4493.298,1,0.841,2.318,3,0.2,13.401,16,2,5000,0,0,0,1
"553","NES",3036840,"upper","STDO",48881,2528.122,1,0.841,2.318,3,0.2,14.588,83,2,5000,0,0,0,1
"556","NES",3034932,"upper","BODO",9372,500,0,2.428,2.502,2.878,0.3,11.16,1,3,4000,0,0,1,0
"558","NES",3035171,"upper","BODO",9405,645.7125,1,2.334,2.335,2.555,0.3,11.952,20,3,4000,0,0,0,1
"559","NES",3035411,"upper","BODO",9408,521.3697,1,2.54,1.998,2.501,0.3,12.178,8,3,4000,0,0,0,1
"562","NES",3035411,"upper","BODO",9412,1014.037,1,2.54,1.998,2.501,0.3,12.479,6,3,4000,0,0,0,1
"563","NES",3035411,"upper","BODO",9413,911.6794,0,2.54,1.998,2.501,0.3,12.585,10,3,4000,0,0,1,0
"565","NES",3035651,"upper","BODO",9414,965.1591,1,2.773,1.595,2.491,0.3,12.612,2,3,4000,0,0,0,1
"568","NES",3035651,"upper","BODO",9417,736.8605,1,2.773,1.595,2.491,0.3,12.665,7,3,4000,0,1,0,0
"570","NES",3035651,"upper","BODO",9418,184.6734,1,2.773,1.595,2.491,0.3,12.764,1,3,4000,0,0,0,1
"572","NES",3035651,"upper","BODO",9420,489.604,0,2.773,1.595,2.491,0.3,12.719,2,3,4000,0,0,1,0
"573","NES",3035651,"upper","BODO",9423,2218.91,0,2.773,1.595,2.491,0.3,12.817,6,3,4000,0,0,1,0
"576","NES",3035887,"upper","BODO",9440,381.3817,0,4.773,1,2,0.3,17.006,6,3,4000,0,0,1,0
"577","NES",3035646,"upper","BODO",9442,76.60444,1,4.3,1,2,0.3,17.082,3,3,4000,0,1,0,0
"579","NES",3035163,"upper","BODO",9447,349.3382,1,4.7,3,2,0.5,21.287,14,3,4000,0,0,0,1
"582","NES",3034922,"upper","BODO",9465,1382.614,0,3.398,3,2,0.7,10.185,1,3,4000,0,0,1,0
"584","NES",3034922,"upper","BODO",9466,1026.012,0,3.398,3,2,0.7,10.24,2,3,4000,0,0,1,0
"586","NES",3035642,"upper","BODO",9485,1493.767,1,2.918,3,2,0.7,11.793,46,3,4000,0,1,0,0
"587","NES",3035878,"upper","BODO",9495,3240.061,1,3,1,3,0.6,17.27,5,3,4000,0,1,0,0
"590","NES",3035878,"upper","BODO",9496,965.1591,1,3,1,3,0.6,17.323,65,3,4000,0,1,0,0
"592","NES",3035878,"upper","BODO",9497,231.0574,1,3,1,3,0.6,17.383,2,3,4000,0,1,0,0
"594","NES",3035637,"upper","BODO",9502,1037.4,1,3.191,1,3,0.6,18.128,10,3,4000,0,0,0,1
"595","NES",3035394,"upper","BODO",9515,2696.393,1,2,2,3,0.6,20.186,12,3,4000,0,1,0,0
"597","NES",3035394,"upper","BODO",9520,302.2835,1,2,2,3,0.6,20.758,23,3,4000,0,0,0,1
"600","NES",3035634,"upper","BODO",9521,1821.559,1,1.941,2.117,3,0.6,20.959,3,3,4000,0,1,0,0
"601","NES",3035634,"upper","BODO",9523,1146.533,1,1.941,2.117,3,0.6,21.436,2,3,4000,0,0,0,1
"604","NES",3036345,"upper","BODO",9551,2045.98,1,3.996,1,2,1,17.965,18,3,4000,0,1,0,0
"606","NES",3036585,"upper","BODO",9553,1404.79,0,3.365,1,2.279,1,18.147,18,3,4000,0,0,1,0
"607","NES",3036585,"upper","BODO",9556,353.5534,1,3.365,1,2.279,1,18.632,5,3,4000,0,1,0,0
"609","NES",3037066,"upper","BODO",9575,721.5083,1,2.3,1.263,2,1.5,19.873,12,3,4000,0,0,0,1
"611","NES",3037066,"upper","BODO",9579,4.357787,1,2.3,1.263,2,1.5,20.033,10,3,4000,0,1,0,0
"613","NES",3037067,"upper","BODO",9586,178.4546,1,2.167,2,2,1.5,20.856,2,3,4000,0,1,0,0
"616","NES",3037307,"upper","BODO",9589,2309.307,1,2,2.895,2,1.5,21.084,5,3,4000,0,0,0,1
"617","NES",3037548,"upper","BODO",9603,2280.504,1,2,3,2,1.7,21.756,5,3,4000,0,1,0,0
"619","NES",3037788,"upper","BODO",9608,564.7015,1,4.214,3,1.905,0.8,10.34,4,3,4000,0,1,0,0
"622","NES",3035890,"upper","BODO",9630,3656.909,1,3.563,1.778,2.408,0.7,11.49,25,3,4000,0,1,0,0
"623","NES",3035411,"upper","BODO",9634,1925.823,0,2.54,1.998,2.501,0.7,12.8,1,3,4000,0,0,1,0
"626","NES",3035177,"upper","BODO",9658,259.3028,1,2,0,3,0.6,19.15,7,3,4000,0,0,0,1
"627","NES",3035177,"upper","BODO",9659,103.1548,0,2,0,3,0.6,19.221,13,3,4000,0,0,1,0
"630","NES",3034940,"upper","BODO",9694,2022.045,0,1.742,3,3,0.5,21.856,2,3,4000,0,0,1,0
"631","NES",3034701,"upper","BODO",9700,557.8346,1,2,3,3,0.3,22.599,4,3,4000,0,0,0,1
"634","NES",3034461,"upper","BODO",9708,1335.503,0,2,3,3,0.3,22.929,8,3,4000,0,0,1,0
"635","NES",3035671,"upper","BODO",9720,983.6652,0,3.989,2,2,0.6,13.289,2,3,4000,0,0,1,0
"637","NES",3035914,"upper","BODO",9724,969.3862,0,4,1,2,0.6,15.079,1,3,4000,0,0,1,0
"639","NES",3034461,"upper","BODO",9733,316.5231,1,4.8,1,1,1.3,14.881,5,3,4000,0,1,0,0
"642","NES",3034467,"upper","BODO",9811,1632.924,1,3.4,0,2,1,21.89,5,3,4000,0,0,0,1
"644","NES",3037542,"upper","BODO",9832,0,1,4.8,3,2,0.3,20.594,8,3,4000,0,0,0,1
"645","NES",3037782,"upper","BODO",9833,296.4581,1,4.493,2.586,2.153,0.3,20.762,1,3,4000,0,1,0,0
"648","NES",3037782,"upper","BODO",9835,3732.073,1,4.493,2.586,2.153,0.2,10.097,7,3,4000,0,1,0,0
"650","NES",3038022,"upper","BODO",9839,2238.898,1,2.802,1,3,0.2,10.286,11,3,4000,0,0,0,1
"652","NES",3038022,"upper","BODO",9841,0,1,2.802,1,3,0.2,10.236,43,3,4000,0,1,0,0
"653","NES",3038022,"upper","BODO",9845,256.4825,1,2.802,1,3,0.2,10.491,5,3,4000,0,1,0,0
"655","NES",3038262,"upper","BODO",9855,1522.726,1,2.772,2.301,3,0.2,10.859,8,3,4000,0,1,0,0
"658","NES",3038262,"upper","BODO",9861,3937.478,1,2.772,2.301,3,0.2,11.066,5,3,4000,0,1,0,0
"659","NES",3038262,"upper","BODO",9863,2402.563,0,2.772,2.301,3,0.2,11.677,6,3,4000,0,0,1,0
"662","NES",3038502,"upper","BODO",9866,2368.766,1,3.721,3,2.557,0.2,12.079,5,3,4000,0,1,0,0
"664","NES",3038502,"upper","BODO",9867,2497.33,1,3.721,3,2.557,0.2,12.102,6,3,4000,0,1,0,0
"666","NES",3039220,"upper","BODO",9884,42.48397,1,3.427,3,3,0.2,10.655,1,3,4000,0,1,0,0
"668","NES",3039220,"upper","BODO",9885,160.3132,1,3.427,3,3,0.2,10.69,14,3,4000,0,0,0,1
"669","NES",3039457,"upper","BODO",9900,2377.482,1,1.501,2.278,3,0.2,12.955,4,3,4000,0,0,0,1
"671","NES",3039457,"upper","BODO",9902,2425.013,1,1.501,2.278,3,0.2,13.122,6,3,4000,0,1,0,0
"674","NES",3040656,"upper","BODO",9927,0,0,3.758,1.573,2.606,0.2,18.638,16,3,4000,0,0,1,0
"675","NES",3040656,"upper","BODO",9928,1140.231,1,3.758,1.573,2.606,0.2,18.66,23,3,4000,0,1,0,0
"678","NES",3040655,"upper","BODO",9929,1548.268,1,4.696,2,2,0.5,19.197,1,3,4000,0,1,0,0
"680","NES",3041630,"upper","BODO",9947,908.1379,1,2.482,1,3,0.2,20.312,6,3,4000,0,1,0,0
"682","NES",3041630,"upper","BODO",9948,595.5008,0,2.482,1,3,0.2,20.368,10,3,4000,0,0,1,0
"684","NES",3037791,"upper","BODO",9962,2891.618,1,2.379,0,3,0.5,19.248,78,3,4000,0,0,0,1
"685","NES",3035162,"upper","BODO",9984,1141.428,1,2.177,3,2.56,0.6,10.738,23,3,4000,0,0,0,1
"687","NES",3035402,"upper","BODO",9985,1301.175,1,1.892,3,3,0.6,10.819,2,3,4000,0,0,0,1
"690","NES",3035402,"upper","BODO",9990,274.9594,1,1.892,3,3,0.6,11.206,3,3,4000,0,0,0,1
"692","NES",3035642,"upper","BODO",9999,0,1,2.562,3,3,0.6,11.49,67,3,4000,0,0,0,1
"694","NES",3035642,"upper","BODO",10002,115.4017,0,2.562,3,3,0.6,11.537,3,3,4000,0,0,1,0
"695","NES",3035642,"upper","BODO",10004,2631.278,1,2.562,3,3,0.6,11.837,10,3,4000,0,1,0,0
"697","NES",3035882,"upper","BODO",10005,2879.778,1,2.569,3,3,0.6,11.961,19,3,4000,0,1,0,0
"699","NES",3035882,"upper","BODO",10009,2275.419,1,2.569,3,3,0.6,12.361,14,3,4000,0,0,0,1
"702","NES",3035877,"upper","BODO",10042,1268.62,1,4.7,0,2,0.4,18.806,1,3,4000,0,1,0,0
"703","NES",3035396,"upper","BODO",10052,581.5073,1,4.6,3,2,0.3,20.536,3,3,4000,0,1,0,0
"705","NES",3035395,"upper","BODO",10055,182.8646,1,4.574,3,2.018,0.3,20.622,3,3,4000,0,1,0,0
"708","NES",3036826,"upper","BODO",10102,482.6961,1,2.579,1.969,2.154,1,19.426,14,3,4000,0,1,0,0
"709","NES",3036345,"upper","BODO",10112,2930.838,1,2.844,2,2.745,0.5,20.681,4,3,4000,0,1,0,0
"712","NES",3036346,"upper","BODO",10113,3365.291,1,2.896,2,2.104,0.7,21.24,5,3,4000,0,1,0,0
"713","NES",3039725,"upper","BODO",10154,313.0761,1,2,0,3,0.5,20.746,18,3,4000,0,1,0,0
"715","NES",3040209,"upper","BODO",10176,1441.858,1,0.011,1.022,3,0.3,11.469,1,3,4000,0,0,0,1
"717","NES",3040210,"upper","BODO",10183,543.3218,0,0,1,3,0.3,11.791,1,3,4000,0,0,1,0
"719","NES",3041901,"upper","BODO",10225,553.8336,1,2.076,3,3,0.3,10.027,41,3,4000,0,0,0,1
"721","NES",3035186,"upper","BODO",10319,1958.162,0,4.44,1,2,0.2,17.171,1,3,4000,0,0,1,0
"724","NES",3035672,"upper","BODO",10355,1392.51,1,4.69,3,2,0.1,20.741,8,3,4000,0,1,0,0
"726","NES",3035636,"upper","BODO",10477,213.256,1,3.927,2,2,0.2,21.145,4,3,4000,0,1,0,0
"728","NES",3035636,"upper","BODO",10478,315.3951,0,3.927,2,2,0.2,21.157,4,3,4000,0,0,1,0
"729","NES",3035396,"upper","BODO",10479,97.39771,0,3.8,2.315,2,0.2,21.485,4,3,4000,0,0,1,0
"732","NES",3035396,"upper","BODO",10480,7.555899,1,3.8,2.315,2,0.2,21.493,3,3,4000,0,1,0,0
"734","NES",3035396,"upper","BODO",10481,946.728,1,3.8,2.315,2,0.2,21.572,8,3,4000,0,1,0,0
"735","NES",3039204,"upper","BODO",10488,2024.269,1,2.798,1.994,3,0.1,11.444,1,3,4000,0,1,0,0
"738","NES",3039204,"upper","BODO",10490,781.7769,1,2.798,1.994,3,0.1,11.54,4,3,4000,0,0,0,1
"740","NES",3039204,"upper","BODO",10491,575.7959,1,2.798,1.994,3,0.1,11.674,4,3,4000,0,0,0,1
"742","NES",3039204,"upper","BODO",10492,31.36538,1,2.798,1.994,3,0.1,11.686,7,3,4000,0,1,0,0
"744","NES",3039204,"upper","BODO",10493,2704.483,1,2.798,1.994,3,0.1,11.693,2,3,4000,0,1,0,0
"745","NES",3039204,"upper","BODO",10494,0,1,2.798,1.994,3,0.1,11.711,1,3,4000,0,1,0,0
"748","NES",3039444,"upper","BODO",10495,1378.933,1,2.7,2.005,3,0.1,11.722,3,3,4000,0,0,0,1
"750","NES",3039444,"upper","BODO",10497,2173.094,0,2.7,2.005,3,0.1,11.819,1,3,4000,0,0,1,0
"752","NES",3039444,"upper","BODO",10498,389.1066,0,2.7,2.005,3,0.1,11.829,4,3,4000,0,0,1,0
"754","NES",3039444,"upper","BODO",10502,1080.704,1,2.7,2.005,3,0.5,12.019,8,3,4000,0,1,0,0
"756","NES",3039445,"upper","BODO",10503,1338.638,1,2.7,0,3,0.5,12.131,2,3,4000,0,1,0,0
"758","NES",3039927,"upper","BODO",10505,408.7797,0,4.735,0.706,1,1,13.87,3,3,4000,0,0,1,0
"760","NES",3041390,"upper","BODO",10596,493.5204,1,2.851,3,3,0.3,22.688,26,3,4000,0,0,0,1
"762","NES",3041150,"upper","BODO",10599,434.5948,1,4.8,2,2,0.5,10.222,7,3,4000,0,0,0,1
"763","NES",3040191,"upper","BODO",10605,1881.739,1,3.571,3,2,0.5,12.644,5,3,4000,0,1,0,0
"765","NES",3040191,"upper","BODO",10606,2010.814,1,3.571,3,2,0.5,12.744,57,3,4000,0,1,0,0
"767","NES",3039951,"upper","BODO",10607,80.34845,0,2.921,2.442,2.558,0.5,13.459,7,3,4000,0,0,1,0
"769","NES",3038991,"upper","BODO",10619,926.0213,1,3.6,1,3,0.2,17.594,12,3,4000,0,1,0,0
"771","NES",3038271,"upper","BODO",10624,548.5959,0,4.48,2,2,0.2,20.228,17,3,4000,0,0,1,0
"774","NES",3033720,"upper","BODO",10653,1094.078,1,2.405,0.061,3,0.8,18.406,42,3,4000,0,0,0,1
"775","NES",3032996,"upper","BODO",10675,296.4581,1,2.465,0,3,0.5,12.987,28,3,4000,0,0,0,1
"778","NES",3032999,"upper","BODO",10713,283.4686,1,1.211,1.138,3,0.3,19.381,10,3,4000,0,0,0,1
"780","NES",3031116,"upper","BODO",10891,379.4728,1,1,0,3,0.2,11.257,28,3,4000,0,0,0,1
"781","NES",3031356,"upper","BODO",10893,180.2857,0,1,0,3,0.2,11.343,17,3,4000,0,0,1,0
"783","NES",3031356,"upper","BODO",10895,351.5107,1,1,0,3,0.2,11.386,9,3,4000,0,0,0,1
"785","NES",3031356,"upper","BODO",10897,372.3854,1,1,0,3,0.2,11.439,8,3,4000,0,1,0,0
"788","NES",3031356,"upper","BODO",10901,609.1816,0,1,0,3,0.2,11.491,11,3,4000,0,0,1,0
"790","NES",3031356,"upper","BODO",10902,51.54738,1,1,0,3,0.2,11.492,7,3,4000,0,0,0,1
"791","NES",3031356,"upper","BODO",10908,582.8837,1,1,0,3,0.2,11.595,1,3,4000,0,0,0,1
"793","NES",3031356,"upper","BODO",10913,1677.717,1,1,0,3,0.2,11.812,29,3,4000,0,0,0,1
"796","NES",3031836,"upper","BODO",10949,2165.978,1,1.3,1,3,0.2,12.676,60,3,4000,0,0,0,1
"797","NES",3033035,"upper","BODO",10983,563.142,0,3.077,0.682,3,0.2,17.421,8,3,4000,0,0,1,0
"800","NES",3033033,"upper","BODO",11002,821.8528,0,3.191,1.439,3,0.2,18.872,25,3,4000,0,0,1,0
"802","NES",3033033,"upper","BODO",11004,3093.252,1,3.191,1.439,3,0.2,18.928,19,3,4000,0,1,0,0
"804","NES",3033752,"upper","BODO",11019,3327.893,0,2.8,3,3,0.2,21.895,5,3,4000,0,0,1,0
"806","NES",3033491,"upper","BODO",11031,1374.54,1,2.204,3,3,0.3,11.147,18,3,4000,0,0,0,1
"807","NES",3033491,"upper","BODO",11032,774.3106,0,2.204,3,3,0.3,11.754,1,3,4000,0,0,1,0
"810","NES",3040414,"upper","BODO",11687,897.6659,1,3,0,3,0.5,17.01,5,3,4000,0,1,0,0
"811","NES",3039697,"upper","BODO",11698,1756.954,1,2.268,3,3,0.5,11.852,5,3,4000,0,0,0,1
"813","NES",3039457,"upper","BODO",11702,3.48995,1,3,3,3,0.5,12.482,8,3,4000,0,0,0,1
"815","NES",3037783,"upper","BODO",11782,102.9078,0,3.98,2.901,2,0.5,12.897,5,3,4000,0,0,1,0
"818","NES",3037548,"upper","BODO",11793,107.2588,0,4,2.644,2,0.75,21.824,2,3,4000,0,0,1,0
"819","NES",3038022,"upper","BODO",11812,3252.438,1,4,2.374,2,0.7,10.759,10,3,4000,0,1,0,0
"821","NES",3037548,"upper","BODO",11856,245.6797,1,4,2.644,2,0.75,21.663,9,3,4000,0,1,0,0
"823","NES",3037548,"upper","BODO",11857,1475.172,1,4,2.644,2,0.75,21.968,7,3,4000,0,1,0,0
"826","NES",3036833,"upper","BODO",11867,887.3812,1,4,1.25,2,0.5,18.876,5,3,4000,0,1,0,0
"828","NES",3037066,"upper","BODO",11899,806.3583,1,4,3,2,0.5,11.253,3,3,4000,0,1,0,0
"829","NES",3035154,"upper","BODO",11924,302.2835,1,3,0,3,0.5,13.188,13,3,4000,0,0,0,1
"831","NES",3035155,"upper","BODO",11925,1383.466,0,3,0,3,0.5,13.407,8,3,4000,0,0,1,0
"834","NES",3035395,"upper","BODO",11927,1186.193,0,3.124,1.745,2.876,0.5,13.729,2,3,4000,0,0,1,0
"836","NES",3035396,"upper","BODO",11930,3584.011,0,4,3,2,0.5,14.383,4,3,4000,0,0,1,0
"837","NES",3035154,"upper","BODO",11946,35.35534,1,3,0,3,0.5,12.784,4,3,4000,0,0,0,1
"840","NES",3035646,"upper","BODO",11955,2834.23,1,3,0,3,0.7,19.47,15,3,4000,0,0,0,1
"842","NES",3035163,"upper","BODO",11959,128.4937,1,2.19,0,2.874,0.7,17.208,11,3,4000,0,0,0,1
"844","NES",3034922,"upper","BODO",11968,1604.275,1,2,0,3,1,15.236,1,3,4000,0,1,0,0
"845","NES",3040934,"upper","BODO",12009,847.0699,1,2,0,3,0.2,19.822,10,3,4000,0,0,0,1
"847","NES",3038783,"upper","BODO",12030,422.6812,1,2,0,3,0.25,18.356,7,3,4000,0,0,0,1
"849","NES",3037824,"upper","BODO",12031,3231.476,0,2,1,3,0.25,20.826,27,3,4000,0,0,1,0
"851","NES",3038783,"upper","BODO",12036,696.0178,1,2,0,3,0.25,18.434,9,3,4000,0,0,0,1
"854","NES",3038064,"upper","BODO",12041,0,1,2,1,3,0.25,20.597,75,3,4000,0,0,0,1
"855","NES",3037584,"upper","BODO",12083,1094.73,1,1.65,1,3,0.3,10.1,7,3,4000,0,0,0,1
"858","NES",3035186,"upper","BODO",12125,810.8823,1,3,0,3,0.3,18.574,9,3,4000,0,1,0,0
"859","NES",3034932,"upper","BODO",12153,148.7953,1,3.248,0,2,1.5,17.914,3,3,4000,0,0,0,1
"861","NES",3035172,"upper","BODO",12167,198.0851,1,2.492,0,2,1.5,17.299,15,3,4000,0,0,0,1
"863","NES",3035172,"upper","BODO",12168,3107.442,1,2.492,0,2,1.5,17.184,8,3,4000,0,1,0,0
"866","NES",3034932,"upper","BODO",12169,211.5938,1,3.248,0,2,1.5,17.597,18,3,4000,0,0,0,1
"867","NES",3034932,"upper","BODO",12170,489.7151,1,3.248,0,2,1.5,17.739,9,3,4000,0,0,0,1
"870","NES",3034932,"upper","BODO",12171,50,1,3.248,0,2,1.5,17.867,5,3,4000,0,1,0,0
"872","NES",3034932,"upper","BODO",12172,3910.432,1,3.248,0,2,1.5,17.943,5,3,4000,0,1,0,0
"873","NES",3035171,"upper","BODO",12184,426.3089,1,2,0,2,1.5,16.799,15,3,4000,0,0,0,1
"876","NES",3033236,"upper","BODO",12190,26.62006,0,4.566,3,1.585,0.5,20.951,8,3,4000,0,0,1,0
"877","NES",3033236,"upper","BODO",12192,70.71763,0,4.566,3,1.585,0.7,21.279,12,3,4000,0,0,1,0
"880","NES",3033481,"upper","BODO",12209,3255.764,1,2.2,1,3,0.5,15.084,8,3,4000,0,0,0,1
"882","NES",3032998,"upper","BODO",12235,2487.255,1,2.4,3,3,0.5,11.509,2,3,4000,0,0,0,1
"884","NES",3033731,"upper","BODO",12247,688.3871,0,2.3,3,3,0.1,12.577,5,3,4000,0,0,1,0
"886","NES",3034694,"upper","BODO",12276,468.5897,0,2.09,0.972,3,1,10.79,2,3,4000,0,0,1,0
"887","NES",3035420,"upper","BODO",12282,1160.596,1,4.1,0,2,1,13.781,3,3,4000,0,1,0,0
"890","NES",3034694,"upper","BODO",12286,949.4125,1,2.09,0.972,3,1,10.692,5,3,4000,0,1,0,0
"891","NES",3034935,"upper","BODO",12288,2177.189,1,2.625,1.258,2.871,1,10.987,3,3,4000,0,1,0,0
"894","NES",3035177,"upper","BODO",12290,505.1718,1,2.873,0.091,2,1,12.508,4,3,4000,0,1,0,0
"895","NES",3033750,"upper","BODO",12328,821.8998,0,3.589,2.67,2,1.3,12.407,6,3,4000,0,0,1,0
"898","NES",3034247,"upper","BODO",12378,1678.944,1,1.856,0,3,0.5,17.531,27,3,4000,0,0,0,1
"899","NES",3034247,"upper","BODO",12380,737.9756,1,1.856,0,3,0.5,15.471,15,3,4000,0,0,0,1
"902","NES",3033047,"upper","BODO",12389,2309.073,1,1.127,1.306,3,0.5,21.209,8,3,4000,0,0,0,1
"904","NES",3033047,"upper","BODO",12391,379.4728,1,1.127,1.306,3,0.3,21.611,4,3,4000,0,0,0,1
"906","NES",3035447,"upper","BODO",12393,2509.19,1,2.882,3,2,0.7,11.744,28,3,4000,0,1,0,0
"907","NES",3034727,"upper","BODO",12405,2159.412,1,2,1.073,3,0.5,13.436,2,3,4000,0,1,0,0
"910","NES",3032326,"upper","BODO",12407,498.9999,0,2.289,1.685,3,0.2,10.031,1,3,4000,0,0,1,0
"912","NES",3031356,"upper","BODO",12667,416.0602,1,2.955,2,2.754,0.6,21.364,65,3,4000,0,0,0,1
"914","NES",3031596,"upper","BODO",12671,2529.705,1,2.607,1.022,3,0.6,21.769,10,3,4000,0,0,0,1
"915","NES",3040412,"upper","BODO",12754,808.7646,0,2.5,0,3,1,21.162,3,3,4000,0,0,1,0
"918","NES",3040413,"upper","BODO",12755,737.3947,1,2.331,1.686,3,1,21.048,9,3,4000,0,1,0,0
"920","NES",3040412,"upper","BODO",12756,564.7799,1,2.5,0,3,1,21.184,4,3,4000,0,0,0,1
"921","NES",3040165,"upper","BODO",12758,349.3382,1,1.5,2.548,3,0.2,10.979,4,3,4000,0,0,0,1
"924","NES",3039924,"upper","BODO",12760,475.2419,1,2.035,2.891,3,0.2,11.891,12,3,4000,0,0,0,1
"925","NES",3039927,"upper","BODO",12761,3977.542,1,2.1,1.333,3,0.2,13.435,3,3,4000,0,1,0,0
"928","NES",3040165,"upper","BODO",12762,1176.643,1,1.5,2.548,3,0.2,10.811,9,3,4000,0,1,0,0
"929","NES",3038502,"upper","BODO",12766,1843.453,1,3.1,0,3,0.5,17.94,8,3,4000,0,0,0,1
"931","NES",3038262,"upper","BODO",12767,1143.071,0,2.835,0,3,0.5,18.154,4,3,4000,0,0,1,0
